ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
985;Application web de génération d'horaires des cours pour les écoles secondaires en RDC basée sur les LLMs;"génération horaires,LLM,intelligence artificielle,application web,éducation,RDC; optimisation planification,NLP";Genie Informatique;L3;Comment automatiser la gestion complexe des horaires scolaires en respectant les contraintes de l'EPSP ?;Suppression des conflits de locaux et d'enseignants dans les grandes institutions scolaires.;Programmation par contraintes et utilisation d'algorithmes génétiques pour l'ordonnancement.;Python (Django), React, Algorithmes génétiques.;Passerelle M2 : Système intelligent d'optimisation des ressources pédagogiques nationales.
986;Système Intelligent de Télésurveillance Médicale combinant IA, IoT et Blockchain;télésurveillance médicale,IA,IoT, Blockchain,e‑santé,système intelligent,sécurité données;Genie Informatique;TECH2;Comment assurer le suivi médical à distance tout en garantissant l'inviolabilité des données ?;Amélioration de la prise en charge des patients isolés et sécurisation des dossiers médicaux.;Interfaçage de capteurs bio-médicaux (IoT) avec une base de données décentralisée.;ESP32, Firebase, Solidity (Blockchain), React Native.;Prototype de monitoring vital avec stockage immuable des alertes critiques par Blockchain.
987;Mise en place et Etude de performance d’un système de diffusion audiovisuelle sur le web à la demande: Application à la plateforme NNP-Stream de NNP Sarl;diffusion audiovisuelle,streaming web,plateforme NNP‑Stream,Next.js,optimisation performance;Genie Informatique;L3;Comment garantir une diffusion vidéo fluide malgré l'instabilité de la bande passante locale ?;Optimisation des plateformes de streaming pour les médias numériques de Goma.;Analyse comparative des protocoles de streaming (RTMP vs HLS) et gestion de la mise en cache.;Next.js, Node.js, WebRTC, FFmpeg.;Passerelle M2 : Étude de l'adaptation dynamique du débit (ABR) selon la qualité réseau.
988;Conception et Développement d'une Application Mobile/Web pour l'Optimisation des Patrouilles de Sécurité Urbaine à Goma via l'Apprentissage par Renforcement et la Blockchain.;application mobile, application web, patrouilles de sécurité, Goma, apprentissage par renforcement, blockchain, optimisation des trajets, géolocalisation, sécurité urbaine, traçabilité;Genie Informatique;TECH2;Comment améliorer la réactivité des forces de sécurité face à l'insécurité urbaine ?;Meilleure couverture sécuritaire et dissuasion accrue par un routage intelligent des équipes.;Utilisation de la géolocalisation pour distribuer les patrouilles selon les zones de chaleur criminelle.;Android (Java), PHP (Laravel), MySQL.;Système de dispatching en temps réel pour la coordination des patrouilles de sécurité.
989;Conception et réalisation d’un système intelligent de recommandation de sujets de mémoire basé sur le profil académique des étudiants : Cas de la FSTA/ULPGL;système de recommandation, sujets de mémoire, profil académique, FSTA, ULPGL, Goma, intelligence artificielle, apprentissage automatique, système intelligent;Genie Informatique;L3;Comment guider les étudiants vers des sujets originaux adaptés à leurs compétences réelles ?;Amélioration de la qualité scientifique et réduction de la redondance des travaux à l'ULPGL.;Implémentation d'un moteur de recommandation basé sur le filtrage collaboratif et le NLP.;Python (Scikit-learn), Flask, PostgreSQL.;Passerelle M2 : Analyse sémantique des propositions pour vérifier l'originalité du sujet proposé.
990;SOLUTIONS DE SECURITE POUR LES  SYSTEMES DOMOTIQUE;systèmes domotiques, sécurité des systèmes, contrôle d’accès, surveillance, maison intelligente, réseau domestique;Genie Informatique;TECH2;Comment protéger une maison intelligente contre le piratage des commandes à distance ?;Garantie de la confidentialité et de la sécurité physique des occupants des maisons connectées.;Mise en œuvre de couches de chiffrement et d'authentification multi-facteurs (MFA).;Raspberry Pi, Python, Zigbee, AES.;Dispositif de cybersécurité pour les réseaux IoT résidentiels contre les intrusions numériques.
991;Conception architecturale d’un système intelligent pour l’assistance au diagnostic des maladies tropicales à partir d’images médicales;diagnostic médical, maladies tropicales, images médicales, apprentissage profond, intelligence artificielle, système d’aide à la décision;Genie Informatique;TECH2;Comment assister le personnel soignant rural dans le diagnostic rapide des maladies endémiques ?;Réduction du taux de mortalité par un dépistage précoce via l'intelligence artificielle.;Entraînement d'un modèle de vision par ordinateur pour la classification d'images médicales.;Python, TensorFlow, OpenCV.;Outil d'aide à la décision médicale basé sur l'analyse automatisée de prélèvements.
992;Conception et implémentation d'une application web participative de signalement des incidents sécuritaires à Goma basée sur la géolocalisation;application web, signalement d’incidents, géolocalisation, Goma, sécurité urbaine, participation citoyenne, système d’information géographique;Genie Informatique;L3;Comment accélérer l'intervention des services d'urgence grâce à la participation citoyenne ?;Amélioration de la gestion des crises urbaines (incendies, éboulements, fuites d'eau).;Création d'une plateforme de crowdsourcing avec validation de données géolocalisées.;MERN Stack (MongoDB, React, Node).;Passerelle M2 : Clustering spatial des alertes pour l'analyse des risques majeurs.
993;"""Conception et mise en œuvre d’un système IoT pour le contrôle intelligent et la surveillance optimisée d’une habitation"".";système IoT, maison intelligente, capteurs, Arduino, ESP32, contrôle à distance, surveillance, sécurité, réseau Wi‑Fi;Genie Informatique;L3;Comment réduire le gaspillage électrique tout en sécurisant son domicile à distance ?;Économie d'énergie pour les ménages et surveillance proactive contre les cambriolages.;Développement d'une architecture client-serveur réactive basée sur le protocole MQTT.;ESP32, MQTT, Flutter (App mobile).;Passerelle M2 : Intégration d'un module d'IA pour l'optimisation prédictive de la consommation.
994;Conception et réalisation d'un système de vote électronique utilisant l'internet des objet et la vision par ordinateur;vote électronique, internet des objets, vision par ordinateur, sécurité des votes, application web, authentification;Genie Informatique;L3;Comment restaurer la confiance dans les scrutins en automatisant le comptage et l'identification ?;Transparence électorale et réduction drastique des contestations post-électorales.;Identification biométrique (vision) couplée à un comptage numérique sécurisé (IoT).;Python, OpenCV, Raspberry Pi, MySQL.;Passerelle M2 : Sécurisation du registre de vote par une architecture distribuée décentralisée.
995;Conception et implémentation d'un système domotique pour un laboratoire informatique.;domotique, laboratoire informatique, automatisation, Arduino, contrôle des équipements, sécurité des locaux;Genie Informatique;L3;Comment automatiser la gestion des équipements informatiques pour prolonger leur durée de vie ?;Réduction des coûts de maintenance et protection du matériel contre les surchauffes.;Centralisation du contrôle des prises et de l'éclairage via une interface logicielle locale.;Arduino, Relais, C#, Protocole Firmata.;Passerelle M2 : Monitoring automatique des conditions physiques lié à la charge serveur.
996;CONCEPTION ET REALISATION D’UN TRADUCTEUR DE TEXTE MULTILANGUE BASE SUR  L'INTELLIGENCE ARTIFICIELLE;traduction automatique, texte multilingue, intelligence artificielle, traitement du langage naturel, réseau de neurones;Genie Informatique;L3;Comment briser la barrière linguistique entre le langage technique et les langues vernaculaires ?;Inclusion numérique et facilitation de l'apprentissage pour les populations locales.;Utilisation de modèles de traitement du langage naturel (Transformers) pour la traduction.;Python, PyTorch, Hugging Face.;Passerelle M2 : Fine-tuning d'un modèle de langage spécifique au Swahili de l'Est (Goma).
997;Conception et développement d'une application web de suivi de l'évolution des documents administratifs au sein d'une Université : Cas de l'ULPGL/Goma;application web, suivi des documents, gestion administrative, ULPGL Goma, numérisation, PHP, JavaScript;Genie Informatique;L3;Comment automatiser le suivi des étapes de validation d'un dossier pour éviter les pertes à l'ULPGL Goma ?;Fluidification des processus administratifs et réduction des déplacements inutiles des étudiants.;Modélisation des processus métier (BPMN) et implémentation d'un système de notifications.;PHP (Laravel), MySQL, JavaScript.;Passerelle M2 : Système de workflow intelligent avec archivage numérique légal.
998;Conception et réalisation d'une application web pour la vente de propriétés immobilières;application web, vente de propriétés immobilières, base de données MySQL, PHP, annonces immobilières;Genie Informatique;L3;Comment sécuriser les transactions immobilières et garantir la fiabilité des offres dans la ville de Goma ?;Centralisation des offres et lutte contre les escroqueries foncières locales.;Développement d'une plateforme d'annonces avec module de vérification documentaire.;ReactJS, Node.js, MongoDB, Google Maps API.;Passerelle Civil : Intégration de données cadastrales pour la gestion urbaine.
999;Conception et optimisation d'un mini sous marin autonome pour l'exploitation sous marine cas du lac kivu; mini sous‑marin, véhicule sous‑marin autonome, lac Kivu, exploration sous‑marine, SolidWorks, génie mécanique;Genie Informatique;L3;Comment concevoir un algorithme de navigation autonome capable de résister aux courants du lac Kivu ?;Exploration des fonds marins et surveillance des infrastructures de gaz méthane.;Algorithmique de commande prédictive et fusion de données de capteurs.;Python (ROS), Arduino, C++, SolidWorks.;Passerelle Élec : Prototype de drone sous-marin pour l'inspection technique.
1000;Conception d’une application web pour une optimisation des rendez-vous dans un salon de beauté : cas du salon Benkip/Goma;application web, gestion de rendez‑vous, salon de beauté Benkip, optimisation du planning, interface utilisateur;Genie Informatique;L3;Comment réduire le temps d'attente des clients et optimiser l'agenda des employés du salon Benkip ?;Amélioration de la satisfaction client et gestion optimale des ressources humaines.;Utilisation d'un algorithme d'ordonnancement pour la gestion des créneaux horaires.;Python (Django), PostgreSQL, Vue.js.;Passerelle M2 : Module de prédiction d'affluence basé sur l'historique des visites.
1001;Conception et réalisation d'un système intelligent d'apprentissage adaptatif et optimisé pour la préparation aux examens sur plateformes mobiles et web : Approche hybride basée sur les LLMs;système d’apprentissage adaptatif, préparation aux examens, plateformes web et mobiles, grands modèles de langage, intelligence artificielle, personnalisation;Genie Informatique;L3;Comment personnaliser le parcours pédagogique d'un élève en fonction de ses erreurs ?;Augmentation du taux de réussite aux examens d'État par un renforcement ciblé.;Implémentation d'un moteur de recommandation basé sur l'intelligence artificielle.;Python, TensorFlow, Flutter, Firebase.;Passerelle M2 : Système expert analysant les styles d'apprentissage des utilisateurs.
1002;INFLUENCE DES APPLICATIONS DE MOBIL MARKETING SUR LE COMPORTEMENT D’ACHAT DES CLIENTS : Cas des PME de Goma;marketing mobile, applications mobiles, comportement d’achat des clients, PME de Goma, campagnes promotionnelles;Genie Informatique;L3;Comment quantifier et analyser l'impact réel des notifications push sur les ventes des PME à Goma ?;Aide à la décision pour les entrepreneurs locaux sur l'efficacité de leur stratégie.;Analyse de données (Data Analytics) et développement d'un outil de tracking.;Python (Pandas), SQL Server, Power BI.;Passerelle M2 : Analyse de sentiments pour prédire les tendances d'achat.
1003;Conception et réalisation d'un système de suivi de la transmission des documents administratives entre le décanat facultaire et l'administration centrale d'une université : Cas de l'ULPGL/ Goma.;système de suivi, transmission des documents administratifs, décanat et administration centrale, ULPGL Goma, traçabilité en temps réel;Genie Informatique;L3;Comment garantir la traçabilité physique et numérique des documents entre les bureaux du décanat ?;Sécurisation des flux d'information et preuve de réception des courriers.;Utilisation de la technologie QR Code pour marquer chaque document lors de sa transmission.;Java, Spring Boot, MySQL, QR API.;Passerelle M2 : Intégration de la signature électronique pour la validation.
1004;OPTIMISATION DES SERVICES DE BIBLIOTHÈQUE PAR UNE APPLICATION WEB INTELLIGENTE;services de bibliothèque, application web, recommandations intelligentes, recherche documentaire, interface utilisateur;Genie Informatique;L3;Comment faciliter la recherche d'ouvrages pertinents pour les étudiants via un moteur de recommandation ?;Modernisation de l'accès à la connaissance et gain de temps dans la recherche.;Algorithme de filtrage collaboratif (recommander des livres aimés par des profils similaires).;PHP, MySQL, Python (NLTK).;Passerelle M2 : Système intelligent de gestion de bibliothèque avec reconnaissance IA.
1005;Déterminants de l'efficacité du système d'informations comptables;système d’informations comptables, efficacité, contrôle de gestion, qualité de l’information, prise de décision;Genie Informatique;L3;Comment optimiser l'intégrité et la rapidité du flux comptable via une architecture SI moderne ?;Fiabilisation des états financiers et aide au contrôle de gestion des entreprises.;Analyse systémique et modélisation d'une base de données transactionnelle robuste.;C#, .NET, SQL Server, Excel API.;Passerelle M2 : Automatisation du reporting financier par des scripts de traitement.
1006;Conception et réalisation d'un système de contrôle d'accès et prise de présence utilisant la reconnaissance faciale pour  l'ULPGL;contrôle d’accès, prise de présence, reconnaissance faciale, OpenCV, Python, sécurité des locaux, ULPGL;Genie Informatique;TECH2;Comment automatiser la prise de présence sans contact physique dans une institution de Goma ?;Réduction des fraudes de présence et gain de temps lors de l'émargement.;Détection et reconnaissance de visages par la bibliothèque OpenCV (Vision par ordinateur).;Python, OpenCV, Raspberry Pi, MySQL.;Dispositif de pointage biométrique utilisant une caméra pour valider la présence.
1007;Conception et réalisation d'un système de facturation automatique utilisant de l'intelligence Artificille.;facturation automatique, microcontrôleur Arduino, intelligence artificielle, gestion des paiements, automatisation;Genie Informatique;TECH2;Comment extraire automatiquement les données de factures papier pour alimenter le système comptable ?;Réduction drastique des erreurs de saisie manuelle et accélération du traitement.;Utilisation de la reconnaissance optique de caractères (OCR) et du traitement du langage (NLP).;Python, Tesseract OCR, Flask.;Logiciel intelligent capable de lire et de classer des factures scannées automatiquement.
1008;Conception et implémentation d'un système de vote en ligne intégrant la technologie blockchain pour renforcer la sécurité et la transparence électorale en RDC;vote en ligne, technologie blockchain, sécurité électorale, transparence, application web, RDC;Genie Informatique;TECH2;Comment assurer l'immutabilité et la transparence des suffrages dans un système de vote numérique ?;Restauration de la confiance des électeurs grâce à une base de données décentralisée.;Utilisation de la technologie Blockchain pour stocker chaque vote comme un bloc inaltérable.;Solidity (Smart Contracts), Ethereum, React.;Plateforme de vote sécurisée où les résultats sont vérifiables par tous.
1009;Conception et réalisation d’un système basé sur l’intelligence artificielle pour la détection des places inoccupées dans un environnement publique: cas d’une salle pléthorique.;détection de places inoccupées, salle pléthorique, vision par ordinateur, intelligence artificielle, gestion d’occupation;Genie Informatique;TECH2;Comment guider les étudiants vers les places libres dans un auditoire bondé via l'analyse vidéo ?;Optimisation de l'occupation des salles de cours et réduction du désordre.;Détection d'objets en temps réel (algorithme YOLO) pour identifier les chaises vides.;Python, TensorFlow, OpenCV, Caméras IP.;Système de monitoring affichant le nombre de places disponibles en temps réel.
1010;"""Conception et mise en place d'un systeme de reservation d’auditoire au sein d’universite: Cas de ULPGL/Goma.""";réservation d’auditoires, application web, gestion des salles, planning des cours;Genie Informatique;L3;Comment coordonner la réservation des salles pour éviter les conflits d'horaires entre facultés ?;Amélioration de l'organisation académique et gestion efficace du patrimoine immobilier.;Modélisation d'un système de réservation centralisé avec gestion des priorités.;Node.js, Express, PostgreSQL.;Passerelle Civil : Outil d'aide à la gestion des infrastructures universitaires.
1011;Étude et conception d'un système basé sur intelligence artificielle pour la régulation du trafic routier : cas du rond-point Instigo.;régulation du trafic routier, rond‑point Instigo, feux tricolores intelligents, Internet des objets, vision par ordinateur;Genie Informatique;TECH2;Comment adapter les temps de passage aux feux en fonction de la densité réelle du trafic au rond-point Instigo ?;Réduction des embouteillages et du temps d'attente aux intersections majeures de Goma.;Analyse de la densité de trafic par capteurs et ajustement dynamique des cycles de feux.;Arduino, Capteurs, Python.;Passerelle Civil : Système intelligent de gestion de la mobilité urbaine.
1012;Mise en place d'un système de suivi des prestations des enseignements dans une faculté : cas de la FST/ULPGL;système de suivi pédagogique, prestations des enseignants, FST/ULPGL, indicateurs de performance, plateforme web;Genie Informatique;L3;Comment automatiser le contrôle de la couverture des programmes et de l'assiduité des enseignants à la FST/ULPGL ?;Amélioration de la qualité de l'enseignement et transparence administrative au sein de la faculté.;Développement d'un tableau de bord décisionnel basé sur des indicateurs de performance (KPI).;PHP (Laravel), MySQL, Power BI.;Passerelle M2 : Système expert pour l'évaluation automatique de la charge horaire pédagogique.
1013;Conception et réalisation d'un système d'aide à la correction d'épreuves à caractère théorique basé sur les LLM, cas de GPT-3 et LLAMA-2;correction automatique d’épreuves, grands modèles de langage, GPT‑3, LLaMA‑2, intelligence artificielle éducative;Genie Informatique;TECH2;Comment utiliser les modèles de langage pour automatiser la notation des questions ouvertes sans biais ?;Gain de temps considérable pour les enseignants lors des sessions d'examens à grands effectifs.;Fine-tuning d'un modèle de langage (LLM) sur un corpus de réponses types.;Python, API GPT-4/LLaMA, Flask.;Outil d'assistance capable de suggérer une note et un feedback pour des réponses textuelles.
1014;Conception d'un système  base sur AI pour la reconnaissance de plantes Medicinales.;intelligence artificielle, reconnaissance de plantes, biodiversité, python, vision par ordinateur;Genie Informatique;TECH2;Comment faciliter l'identification instantanée des plantes médicinales locales pour leur préservation ?;Valorisation de la pharmacopée traditionnelle et aide à la recherche en botanique au Nord-Kivu.;Classification d'images par Réseaux de Neurones Convolutifs (CNN) entraînés sur la flore locale.;Python, TensorFlow, Flutter.;Application mobile de reconnaissance visuelle des plantes médicinales par caméra.
1015;"""Conception et Implémentation d'une Plateforme de Consultation Médicale en Ligne""";télémédecine, consultation médicale en ligne, application web, plateforme numérique, santé numérique;Genie Informatique;L3;Comment assurer un accès aux soins médicaux de base pour les populations des zones isolées via le numérique ?;Désengorgement des hôpitaux de Goma et prise en charge rapide des cas bénins à distance.;Architecture Web Temps Réel (WebRTC) pour la vidéo-consultation et gestion des dossiers.;Node.js, Socket.io, React.;Passerelle M2 : Système de télémédecine intégrant le chiffrement de bout en bout des données.
1016;conception et realisation d'un Générateur de livres audio;livres audio, intelligence artificielle, traitement audio, python;Genie Informatique;TECH2;Comment transformer automatiquement du texte écrit en contenu audio naturel pour améliorer l'accessibilité ?;Inclusion des personnes malvoyantes et diversification des supports d'apprentissage à Goma.;Synthèse vocale (Text-to-Speech) utilisant des réseaux neuronaux profonds.;Python, API Google Cloud TTS, Flask.;Plateforme de conversion de documents en livres audio haute fidélité.
1017;CONCEPTION ET REALISATION D’UN SYSTÈME D’ORIENTATION ACADEMIQUE AVEC MACHINE LEARNING;orientation académique, machine learning, intelligence artificielle, système de recommandation;Genie Informatique;TECH2;Comment guider les nouveaux bacheliers vers les filières universitaires les plus adaptées à leur profil ?;Réduction du taux d'échec en première année et meilleure adéquation profil-formation.;Algorithme de forêt aléatoire (Random Forest) basé sur les notes et les centres d'intérêt.;Python (Scikit-learn), Django.;Système intelligent prédisant la réussite d'un étudiant dans une filière spécifique.
1018;Développement d'une intelligence artificielle pour la prédiction des risques de malnutrition infantile dans la province du Nord Kivu en vue de la prévention de celle ci;intelligence artificielle, prédiction, malnutrition infantile, santé publique, nord-kivu;Genie Informatique;TECH2;Comment anticiper les foyers de malnutrition infantile pour optimiser les interventions humanitaires ?;Prévention proactive et allocation efficace des ressources nutritionnelles dans la province.;Analyse prédictive sur séries temporelles croisant données climatiques et socio-économiques.;Python, Pandas, Keras.;Outil d'aide à la décision pour les organismes de santé publique basé sur le Big Data.
1019;Conception et réalisation d'une maison intelligente;maison intelligente, domotique, arduino, capteurs, actionneurs, automatisation;Genie Informatique;TECH2;Comment centraliser le contrôle des équipements domestiques pour optimiser la sécurité et l'énergie ?;Amélioration du confort de vie et réduction des coûts énergétiques liés à la SNEL.;Architecture IoT basée sur un microcontrôleur central gérant capteurs et actionneurs.;Arduino, ESP32, Firebase.;Passerelle Élec : Système complet d'automatisation d'éclairage et de sécurité résidentielle.
1020;Conception d'un système basé sur l'intelligence artificielle pour la détection automatique des commentaires de haine et de harcèlement en ligne;intelligence artificielle, nlp, détection automatique, discours haineux, réseaux sociaux;Genie Informatique;L3;Comment identifier automatiquement les discours de haine en langues locales sur les réseaux sociaux ?;Prévention des conflits et assainissement du climat social numérique dans l'Est de la RDC.;Traitement du Langage Naturel (NLP) avec analyse de sentiments et détection de mots-clés toxiques.;Python (NLTK/Spacy), PyTorch.;Passerelle M2 : Analyse sémantique multicouche incluant le contexte culturel local.
1021;"""Conception et développement d'une application web de promotion des activités des loisirs Cas: Ville de Goma .""";application web, loisirs, html, css, javascript, php;Genie Informatique;L3;Comment dynamiser le secteur du tourisme et des loisirs à Goma par une visibilité numérique accrue ?;Promotion de l'économie locale et facilitation de l'accès aux activités de détente.;Plateforme web interactive avec système de réservation et avis communautaires.;HTML/CSS, JavaScript, PHP (Symfony).;Passerelle M2 : Système de recommandation d'activités basé sur les préférences utilisateurs.
1022;"Conception de et realisation d'un système permettant la géolocalisation des véhicules d'une ONG . ""Cas de la CARITAS Goma""";géolocalisation, gps, arduino, suivi de véhicules, ong;Genie Informatique;L3;Comment sécuriser et suivre en temps réel les mouvements des flottes humanitaires en zone de conflit ?;Sécurité du personnel des ONG et optimisation de la logistique de distribution d'aide.;Système de suivi par GPS et transmission des coordonnées via réseau GPRS/GSM.;C++, Modules SIM800L, Leaflet.js.;Passerelle Civil : Outil de gestion de flotte et de suivi des axes de transport logistique.
1023;conception et réalisation d'un système de détection des tendances de mode par analyse des sentiments sur les réseaux sociaux;analyse des sentiments, deep learning, machine learning, réseaux sociaux, python;Genie Informatique;TECH2;Comment exploiter les données des réseaux sociaux pour prédire les tendances vestimentaires locales ?;Aide aux commerçants et stylistes de Goma pour anticiper les stocks et les collections.;Analyse de sentiments et vision par ordinateur sur les flux de publications mode.;Python, Deep Learning (VGG16), React.;Outil d'intelligence économique pour le secteur de la mode à Goma.
1024;Conception et réalisation d'un système de reconnaissance des cris d'animaux basé sur CNN pour la surveillance de la biodiversité et la détection d'extinction des espèces animales.;reconnaissance sonore, cnn, cris d’animaux, biodiversité, intelligence artificielle;Genie Informatique;TECH2;Comment identifier automatiquement les espèces animales via leurs cris pour la surveillance de la biodiversité ?;Protection des parcs nationaux du Kivu et inventaire automatisé de la faune.;Analyse spectrale audio et classification par Réseaux de Neurones Convolutifs (CNN).;Python, Librosa, TensorFlow.;Système de monitoring acoustique pour la conservation de la nature.
1025;CONCEPTION ET REALISATION D’UN SYSTEME DE GENERATION DES SEQUENCES MUSICALES AVEC UN RESEAUX DE NEURONES RECURENTS;réseaux de neurones récurrents, génération musicale, lstm, intelligence artificielle;Genie Informatique;TECH2;Comment utiliser l'intelligence artificielle pour assister la création musicale originale ?;Innovation dans l'industrie culturelle locale et assistance aux compositeurs de Goma.;Utilisation de réseaux de neurones récurrents (LSTM) pour la génération de fichiers MIDI.;Python, Magenta (Google), MIDI API.;Outil de composition assistée par ordinateur générant des mélodies basées sur un style.
1026;Conception et réalisation d'un système d'accès aux informations des patients basé sur les empruntes digitales: cas des patients de la ville de Goma;biométrie, empreintes digitales, système d’information médicale, cloud;Genie Informatique;L3;Comment garantir un accès rapide et sécurisé au dossier médical même en l'absence de carte d'identité ?;Identification unique des patients dans les hôpitaux et intégrité des données médicales.;Authentification biométrique couplée à un stockage décentralisé sur le Cloud.;Java, MySQL, API Biométrique.;Passerelle M2 : Système de santé numérique inter-hospitalier sécurisé par la biométrie.
1027;CONCEPTION ET RÉALISATION D'UN PANIER À COURSES INTELLIGENT POUR ACHATS DANS UN SUPERMARCHÉ;panier intelligent, rfid, vision artificielle, supermarché, automatisation;Genie Informatique;TECH2;Comment automatiser l'inventaire d'un panier en temps réel pour supprimer les files d'attente ?;Fluidification des paiements dans les supermarchés.;Identification d'articles par capteurs RFID et vision artificielle.;Arduino, RFID, Python.;Système IoT de facturation automatique.
1028;CONCEPTION ET REALISATION D’UN SYSTEME INFORMATIQUE DE DIAGNOSTIC DU DIABETE ET SUIVI DU PATIENT.;diagnostic du diabète, système intelligent, django, python;Genie Informatique;TECH2;Comment assister les cliniques locales dans le dépistage précoce du diabète via l'IA ?;Amélioration du pronostic vital par détection rapide.;Classification par algorithmes supervisés sur données cliniques.;Python (Django), Scikit-learn.;Système expert d'aide au diagnostic médical.
1029;Conception et réalisation d'un système de surveillance des activités réseau;surveillance réseau, sécurité informatique, monitoring;Genie Informatique;L3;Comment détecter et alerter sur les intrusions au sein d'un réseau local ?;Protection des données critiques institutionnelles.;Analyse de paquets et détection de signatures suspectes.;Snort, Wireshark, Python.;Passerelle M2 : IDS avec analyse comportementale.
1030;Conception et réalisation d'un système d'aide de détection du cancer de la prostate par vision ordinateur;vision par ordinateur, cancer de la prostate, aide au diagnostic, intelligence artificielle, python;Genie Informatique;L3;Comment utiliser le Deep Learning pour identifier les tumeurs sur imagerie ?;Précision accrue du diagnostic radiologique.;Segmentation et classification d'images par réseaux CNN.;TensorFlow, Keras, Flask.;Passerelle M2 : Outil d'IA en oncologie.
1031;Système décentralisé basé sur la blockchain pour la certification des diplômés d'une université: cas ULPGL;blockchain, certification académique, système décentralisé, diplômes universitaires;Genie Informatique;TECH2;Comment garantir l'authenticité des diplômes et éradiquer la falsification ?;Restauration de la confiance dans les titres académiques.;Registre immuable pour la vérification numérique sécurisée.;Solidity, Ethereum, Node.js.;Plateforme de certification par Blockchain.
1032;Etude et mise en place d’un système de détection d’intrusion,cas du réseau informatique  de l'ULPGL/Goma;sécurité informatique, détection d’intrusion, réseau informatique, ulpgl;Genie Informatique;TECH2;Comment protéger l'infrastructure de l'ULPGL contre les attaques ?;Continuité des services et protection du système d'information.;Implémentation de sonde basée sur l'analyse de flux réseau.;Snort, Linux, Bash scripting.;Dispositif de surveillance proactive réseau universitaire.
1033;SYSTEME DE RECONNAISSANCE DE LANGUAGE DES SIGNES;reconnaissance du langage des signes, vision artificielle, intelligence artificielle;Genie Informatique;TECH2;Comment traduire les signes gestuels en texte pour l'inclusion ?;Inclusion sociale des personnes malentendantes.;Reconnaissance de formes par Deep Learning et vision artificielle.;Python (OpenCV), MediaPipe.;Interface de traduction gestuelle temps réel.
1034;Conception d'un système de contrôle automatique des paramètres d'une serre:Cas de la culture de tomates;automatisation agricole, serre intelligente, contrôle climatique;Genie Informatique;L3;Comment optimiser le rendement via une régulation autonome de la culture ?;Soutien à la sécurité alimentaire et à l'agriculture locale.;Régulation via boucles de rétroaction et capteurs environnementaux.;Arduino, Raspberry Pi.;Passerelle Civil : Gestion climatique de serre intelligente.
1035;Conception et réalisation d’un système basé sur l’intelligence artificielle pour résumer automatiquement les textes;résumé automatique, traitement du langage naturel, intelligence artificielle;Genie Informatique;TECH2;Comment générer des synthèses textuelles pour accélérer la recherche ?;Gain de temps dans le traitement d'informations académiques.;Traitement du langage via modèles transformeurs (NLP).;Python, Transformers.;Outil de synthèse textuelle automatique.
1036;Elaboration d'un outil d aide au diagnostic du cancer base sur le réseau de neurones artificiel;réseaux de neurones, diagnostic du cancer, intelligence artificielle;Genie Informatique;TECH2;Comment améliorer la précision du diagnostic oncologique par les réseaux de neurones ?;Aide à la décision pour les oncologues et précision des traitements.;Apprentissage profond sur bases de données d'imagerie et de biomarqueurs.;Python, TensorFlow, Keras.;Système de diagnostic assisté par neurones artificiels.
1037;"Conception d’un système de surveillance des flux transfrontaliers de la population par intelligence artificielle
cas de grande barrière de GOMA";vision artificielle, surveillance transfrontalière, intelligence artificielle;Genie Informatique;TECH2;Comment automatiser le suivi des flux aux postes frontaliers via l'IA ?;Sécurisation et gestion statistique des frontières (Goma-Gisenyi).;Détection et suivi d'objets (YOLO) sur flux vidéo haute définition.;Python, YOLOv8.;Système intelligent de monitoring frontalier.
1038;conception et réalisation d'un système informatique d'inventaire d'équipement et composants des laboratoires de la FSTA-ULPGL;inventaire informatique, gestion des équipements, système d’information;Genie Informatique;L3;Comment assurer une traçabilité totale du parc informatique ?;Optimisation de la maintenance et réduction des pertes matérielles.;Base de données relationnelle et interface de gestion web.;C#, .NET, SQL Server.;Passerelle M2 : Gestion d'actifs et maintenance prédictive.
1039;Conception et réalisation d'un système de présence (suivie) dans l' une des institutions de l'Etat basé sur RFID utilisant Arduino. cas d'étude : Régie des voies aériennes de GOMA;rfid, suivi de présence, arduino;Genie Informatique;TECH2;Comment fiabiliser le pointage du personnel sans contact ?;Automatisation de la gestion du temps et élimination de la fraude.;Enregistrement de badges RFID via terminal réseau connecté.;Arduino, C++, PHP.;Dispositif de contrôle de présence par technologie RFID.
1040;Conception et réalisation d’une application de e-commerce et un système de livraison à domicile pour les vendeurs ambulants;application e-commerce, livraison, systèmes d’information;Genie Informatique;TECH2;Comment intégrer la vente en ligne et le suivi des livreurs à Goma ?;Modernisation du commerce local et création d'emplois logistiques.;Développement mobile avec géolocalisation en temps réel.;Flutter, Firebase.;Plateforme e-commerce intégrée avec suivi logistique.
1041;Optimisation du contrôle des feux de circulation en vue d’améliorer le trafic routier urbain;feux de circulation, trafic urbain, optimisation;Genie Informatique;TECH2;Comment optimiser la synchronisation des feux pour fluidifier le trafic routier ?;Amélioration de la mobilité urbaine à Goma et réduction des embouteillages.;Modélisation des flux et algorithme d'optimisation de cycles.;Python, Simulation de trafic.;Système intelligent de régulation des feux de signalisation.
